Date,Open,High,Low,Close,Volume,ret_1d,ret_1d_lag1,ret_1d_lag2,ret_3d_mean,ret_5d_vol,y_next_dir
1995-01-04,45.984375,46.0,45.75,46.0,351800,0.004778156996587013,,,,,0.0
1995-01-05,46.03125,46.109375,45.953125,46.0,89800,0.0,0.004778156996587013,,,,1.0
1995-01-06,46.09375,46.25,45.90625,46.046875,448400,0.0010190217391303769,0.0,0.004778156996587013,0.0019323929119057965,,1.0
1995-01-09,46.03125,46.09375,46.0,46.09375,36800,0.001017984390905946,0.0010190217391303769,0.0,0.000679002043345441,,1.0
1995-01-10,46.203125,46.390625,46.140625,46.140625,229800,0.0010169491525424679,0.001017984390905946,0.0010190217391303769,0.0010179850941929303,0.0018487340829028633,1.0
1995-01-11,46.296875,46.296875,45.8125,46.171875,222400,0.0006772773450727243,0.0010169491525424679,0.001017984390905946,0.0009040702961737127,0.00044248398886959864,1.0
1995-01-12,46.125,46.21875,46.03125,46.1875,40300,0.00033840947546526223,0.0006772773450727243,0.0010169491525424679,0.0006775453243601515,0.00030401945231620255,1.0
1995-01-13,46.4375,46.734375,46.375,46.734375,170600,0.011840324763193522,0.00033840947546526223,0.0006772773450727243,0.00428533719457717,0.004962079818885814,1.0
1995-01-16,46.71875,47.03125,46.71875,47.015625,105100,0.006018054162487463,0.011840324763193522,0.00033840947546526223,0.006065596133715416,0.004972101739055296,1.0
1995-01-17,46.921875,47.0625,46.859375,47.03125,89500,0.00033233632436036054,0.006018054162487463,0.011840324763193522,0.006063571750013781,0.005082242696607925,-1.0
1995-01-18,47.0,47.078125,46.875,46.984375,84500,-0.0009966777408637606,0.00033233632436036054,0.006018054162487463,0.001784570915328021,0.005388674741329525,-1.0
1995-01-19,46.828125,46.875,46.6875,46.71875,139100,-0.005653475224476234,-0.0009966777408637606,0.00033233632436036054,-0.0021059388803265446,0.0067608976270999216,-1.0
1995-01-20,46.65625,46.671875,46.453125,46.546875,78700,-0.0036789297658862408,-0.005653475224476234,-0.0009966777408637606,-0.0034430275770754117,0.004462373185740137,1.0
1995-01-23,46.234375,46.6875,46.203125,46.6875,53700,0.0030211480362538623,-0.0036789297658862408,-0.005653475224476234,-0.002103752318036204,0.003391005058203858,1.0
1995-01-24,46.671875,46.75,46.640625,46.75,32400,0.0013386880856760541,0.0030211480362538623,-0.0036789297658862408,0.0002269687853478919,0.0035455152335872194,1.0
1995-01-25,46.515625,47.046875,46.515625,46.875,15700,0.002673796791443861,0.0013386880856760541,0.0030211480362538623,0.002344544304457926,0.003953101511893189,1.0
1995-01-26,46.84375,46.984375,46.75,46.921875,9800,0.0009999999999998899,0.002673796791443861,0.0013386880856760541,0.0016708282923732682,0.0026837681928308954,1.0
1995-01-27,47.234375,47.234375,46.921875,47.109375,91200,0.003996003996004083,0.0009999999999998899,0.002673796791443861,0.002556600262482611,0.001234324271759121,-1.0
1995-01-30,47.015625,47.046875,46.84375,46.90625,26600,-0.0043117744610281505,0.003996003996004083,0.0009999999999998899,0.00022807651165860735,0.0031657896628552212,1.0
1995-01-31,47.0,47.171875,46.921875,47.09375,127500,0.003997335109926725,-0.0043117744610281505,0.003996003996004083,0.0012271882149675524,0.0034593010793361485,-1.0
1995-02-01,47.15625,47.328125,47.0,47.078125,380200,-0.00033178500331787486,0.003997335109926725,-0.0043117744610281505,-0.00021540811813976676,0.003459194256697129,1.0
1995-02-02,47.0625,47.359375,47.0625,47.359375,131700,0.0059741121805509945,-0.00033178500331787486,0.003997335109926725,0.003213220762386615,0.004151844193005212,1.0
1995-02-03,47.65625,48.109375,47.578125,48.03125,405100,0.01418673705047846,0.0059741121805509945,-0.00033178500331787486,0.0066096880759038594,0.006990521724852119,1.0
1995-02-06,48.015625,48.375,47.96875,48.234375,405400,0.0042290175666883645,0.01418673705047846,0.0059741121805509945,0.008129955599239272,0.0053269503423382086,1.0
1995-02-07,48.3125,48.3125,48.140625,48.296875,702900,0.0012957563977971098,0.0042290175666883645,0.01418673705047846,0.006570503671654644,0.005658262935305799,0.0
1995-02-08,48.234375,48.46875,48.203125,48.296875,521500,0.0,0.0012957563977971098,0.0042290175666883645,0.001841591321495158,0.005580476030739269,0.0
1995-02-09,48.21875,48.296875,48.125,48.296875,390700,0.0,0.0,0.0012957563977971098,0.00043191879926570326,0.005981604071288074,1.0
1995-02-10,48.234375,48.359375,48.09375,48.359375,148300,0.0012940795858944476,0.0,0.0,0.00043135986196481585,0.001727633022961899,1.0
1995-02-13,48.328125,48.46875,48.328125,48.375,79700,0.0003231017770597422,0.0012940795858944476,0.0,0.0005390604543180633,0.0006635096261166602,1.0
1995-02-14,48.53125,48.53125,48.25,48.4375,170200,0.0012919896640826156,0.0003231017770597422,0.0012940795858944476,0.0009697236756789351,0.0006624988324808829,1.0
1995-02-15,48.4375,48.765625,48.390625,48.703125,431500,0.005483870967741833,0.0012919896640826156,0.0003231017770597422,0.002366320802961397,0.002204114563190988,-1.0
1995-02-16,48.640625,48.6875,48.5,48.640625,99300,-0.0012832852101379855,0.005483870967741833,0.0012919896640826156,0.0018308584738954876,0.002502908679872085,-1.0
1995-02-17,48.59375,48.625,48.4375,48.453125,49100,-0.003854802441374927,-0.0012832852101379855,0.005483870967741833,0.00011526110540964012,0.0034490502196636336,-1.0
1995-02-21,48.453125,48.53125,48.421875,48.4375,168000,-0.00032247662044504466,-0.003854802441374927,-0.0012832852101379855,-0.0018201880906526524,0.0034643322279843875,1.0
1995-02-22,48.484375,48.796875,48.453125,48.796875,386400,0.007419354838709591,-0.00032247662044504466,-0.003854802441374927,0.001080691925629873,0.004760549832567717,1.0
1995-02-23,48.984375,49.15625,48.859375,48.875,402800,0.0016010246557796037,0.007419354838709591,-0.00032247662044504466,0.0028993009580147167,0.0042333781797374076,1.0
1995-02-24,48.9375,49.015625,48.8125,49.0,307600,0.002557544757033181,0.0016010246557796037,0.007419354838709591,0.003859308083840792,0.004127975428200735,-1.0
1995-02-27,48.859375,49.0,48.53125,48.609375,280900,-0.007971938775510168,0.002557544757033181,0.0016010246557796037,-0.0012711231208991276,0.005604700132157476,1.0
1995-02-28,48.5625,49.015625,48.5625,49.015625,493500,0.008357441337190519,-0.007971938775510168,0.002557544757033181,0.0009810157729045106,0.006498558660915074,-1.0
1995-03-01,48.96875,49.03125,48.65625,48.703125,242600,-0.006375518010838355,0.008357441337190519,-0.007971938775510168,-0.001996671816386001,0.00675424569562399,1.0
1995-03-02,48.6875,48.765625,48.546875,48.765625,488600,0.0012832852101378744,-0.006375518010838355,0.008357441337190519,0.0010884028454966794,0.006732568601937477,1.0
1995-03-03,48.609375,48.78125,48.484375,48.78125,290000,0.000320410124959869,0.0012832852101378744,-0.006375518010838355,-0.0015906075585802038,0.006556435506464642,1.0
1995-03-06,48.453125,48.8125,48.390625,48.8125,85700,0.0006406149903908087,0.000320410124959869,0.0012832852101378744,0.0007481034418295174,0.005222109645051597,-1.0
1995-03-07,48.640625,48.75,48.21875,48.4375,180900,-0.007682458386683688,0.0006406149903908087,0.000320410124959869,-0.0022404777571110035,0.004298683714289657,1.0
1995-03-08,48.515625,48.625,48.34375,48.5625,155900,0.002580645161290418,-0.007682458386683688,0.0006406149903908087,-0.0014870660783341538,0.0040683750715634045,-1.0
1995-03-09,48.546875,48.59375,48.421875,48.546875,63500,-0.0003217503217503026,0.002580645161290418,-0.007682458386683688,-0.0018078545157145243,0.00394694881979134,1.0
1995-03-10,48.59375,49.390625,48.53125,49.265625,192100,0.014805278403604794,-0.0003217503217503026,0.002580645161290418,0.00568805774771497,0.008144026286848297,-1.0
1995-03-13,49.234375,49.390625,49.171875,49.21875,261300,-0.0009514747859181716,0.014805278403604794,-0.0003217503217503026,0.004510684431978773,0.008241225681417951,1.0
1995-03-14,49.359375,49.640625,49.359375,49.578125,223300,0.0073015873015873645,-0.0009514747859181716,0.014805278403604794,0.007051796973091329,0.006529399803928064,-1.0
1995-03-15,49.5,49.578125,49.296875,49.484375,278500,-0.0018909549322407848,0.0073015873015873645,-0.0009514747859181716,0.0014863858611428027,0.007164651348491349,1.0
1995-03-16,49.4375,49.8125,49.4375,49.78125,20400,0.00599936848752769,-0.0018909549322407848,0.0073015873015873645,0.00380333361895809,0.006806814958156342,-1.0
1995-03-17,49.4375,49.625,49.40625,49.5625,89900,-0.00439422473320783,0.00599936848752769,-0.0018909549322407848,-9.52703926403083e-05,0.005141514248224403,0.0
1995-03-20,49.625,49.625,49.46875,49.5625,91700,0.0,-0.00439422473320783,0.00599936848752769,0.00053504791810662,0.005058317358817594,-1.0
1995-03-21,49.5625,49.875,49.359375,49.4375,104400,-0.0025220680958385477,0.0,-0.00439422473320783,-0.0023054309430154594,0.003989402652267833,1.0
1995-03-22,49.53125,49.53125,49.328125,49.484375,74900,0.0009481668773703156,-0.0025220680958385477,0.0,-0.0005246337394894107,0.003954784632039248,1.0
1995-03-23,49.421875,49.65625,49.359375,49.515625,220500,0.000631512472371254,0.0009481668773703156,-0.0025220680958385477,-0.00031412958203232605,0.002306077743192169,1.0
1995-03-24,49.671875,50.21875,49.671875,50.21875,134000,0.014200063111391659,0.000631512472371254,0.0009481668773703156,0.005259914153711076,0.006598243371580368,1.0
1995-03-27,50.296875,50.421875,50.171875,50.421875,132100,0.004044803982576228,0.014200063111391659,0.000631512472371254,0.006292126522113047,0.006437890495717746,0.0
1995-03-28,50.296875,50.421875,50.234375,50.421875,121900,0.0,0.004044803982576228,0.014200063111391659,0.006081622364655963,0.005930799518515917,-1.0
1995-03-29,50.375,50.890625,50.125,50.40625,246100,-0.00030988534242326615,0.0,0.004044803982576228,0.0012449728800509874,0.006114616238976889,-1.0
1995-03-30,50.515625,50.515625,50.109375,50.3125,298400,-0.0018598884066955979,-0.00030988534242326615,0.0,-0.0007232579163729547,0.006516819013649569,-1.0
1995-03-31,49.921875,50.171875,49.546875,50.109375,541300,-0.004037267080745366,-0.0018598884066955979,-0.00030988534242326615,-0.002069013609954743,0.00296985373851938,1.0
1995-04-03,50.09375,50.234375,50.0625,50.234375,193300,0.002494543186778886,-0.004037267080745366,-0.0018598884066955979,-0.0011342041002206926,0.002414588849721715,1.0
1995-04-04,50.25,50.5625,50.25,50.5625,66900,0.006531881804043627,0.002494543186778886,-0.004037267080745366,0.0016630526366923821,0.004097352178400348,0.0
1995-04-05,50.453125,50.609375,50.421875,50.5625,107200,0.0,0.006531881804043627,0.002494543186778886,0.003008808330274171,0.004083150451990878,1.0
1995-04-06,50.6875,50.796875,50.59375,50.75,352500,0.003708281829418958,0.0,0.006531881804043627,0.0034133878778208615,0.003994058512839319,-1.0
1995-04-07,50.859375,50.859375,50.46875,50.703125,361400,-0.000923645320197064,0.003708281829418958,0.0,0.0009282121697406313,0.0029829710719790595,1.0
1995-04-10,50.625,50.796875,50.59375,50.796875,285400,0.001848998459167861,-0.000923645320197064,0.003708281829418958,0.0015445449894632517,0.0029897741155823034,-1.0
1995-04-11,50.921875,50.9375,50.59375,50.625,250300,-0.003383574284835489,0.001848998459167861,-0.000923645320197064,-0.000819407048621564,0.002699968273166009,1.0
1995-04-12,50.703125,50.796875,50.609375,50.796875,150900,0.003395061728395099,-0.003383574284835489,0.001848998459167861,0.0006201619675758238,0.0030283187060702534,1.0
1995-04-13,50.890625,51.09375,50.859375,51.078125,243400,0.00553675792063979,0.003395061728395099,-0.003383574284835489,0.0018494151213998,0.0035185624840216373,-1.0
1995-04-17,51.265625,51.3125,50.625,50.78125,178900,-0.005812174977057216,0.00553675792063979,0.003395061728395099,0.0010398815573258908,0.004752062498768485,-1.0
1995-04-18,50.828125,50.828125,50.484375,50.609375,329500,-0.0033846153846154303,-0.005812174977057216,0.00553675792063979,-0.0012200108136776189,0.004904215801184951,-1.0
1995-04-19,50.609375,50.71875,50.296875,50.5625,223000,-0.0009262117937635095,-0.0033846153846154303,-0.005812174977057216,-0.003374334051812052,0.0046902349837529824,1.0
1995-04-20,50.703125,50.78125,50.4375,50.640625,207900,0.0015451174289244918,-0.0009262117937635095,-0.0033846153846154303,-0.0009219032498181493,0.004395686898644717,1.0
1995-04-21,50.65625,50.90625,50.65625,50.890625,145000,0.00493674791730947,0.0015451174289244918,-0.0009262117937635095,0.0018518845174901506,0.004189336462023917,1.0
1995-04-24,50.859375,51.484375,50.859375,51.484375,169000,0.011667178385016852,0.00493674791730947,0.0015451174289244918,0.006049681243750271,0.005850131653473207,-1.0
1995-04-25,51.40625,51.484375,51.3125,51.34375,293200,-0.0027314112291350057,0.011667178385016852,0.00493674791730947,0.004624171691063772,0.005683311976662222,1.0
1995-04-26,51.25,51.421875,51.125,51.390625,204400,0.0009129640900791269,-0.0027314112291350057,0.011667178385016852,0.0032829104153203246,0.005427668768841901,1.0
1995-04-27,51.3125,51.546875,51.28125,51.515625,502200,0.0024323502584371326,0.0009129640900791269,-0.0027314112291350057,0.00020463437312708463,0.005371550985981561,1.0
1995-04-28,51.5,51.671875,51.171875,51.59375,130800,0.0015165301789505925,0.0024323502584371326,0.0009129640900791269,0.0016206148424889506,0.005351601071892274,-1.0
1995-05-01,51.546875,51.65625,51.453125,51.453125,518700,-0.0027256208358570344,0.0015165301789505925,0.0024323502584371326,0.00040775320051023023,0.0024427679789379713,1.0
1995-05-02,51.5,51.640625,51.390625,51.5625,228400,0.0021257212268448455,-0.0027256208358570344,0.0015165301789505925,0.0003055435233128012,0.0020835402426332868,1.0
