Date,Open,High,Low,Adj Close,Volume,rsi_14,sma_50,adx_20,volume,corr_24,prev_open_close,prev_close_high,prev_close_low,momentum_20,y_1d_dir,ret_1d_fwd
2000-08-30,151.3125,151.5,150.34375,95.17198944091795,3964800,55.760785414028675,93.5383485413582,7.838372242415547,3964800,-0.034991305198465356,0.5759664906913471,-0.580519427313237,-0.5704379247933378,0.03976612398609425,1.0,0.013302301203995448
2000-08-31,151.0625,153.09375,150.90625,96.43799591064452,4863100,62.6738796375836,93.59492614755938,7.996186894114546,4863100,-0.11113461728532215,0.5898848063266939,-0.5918549238066526,-0.5797058660135738,0.04636166771244965,1.0,0.0010256068655218886
2000-09-01,153.25,153.59375,152.0,96.53690338134766,3191200,63.15825617798592,93.6819670105965,8.288965039309886,3191200,-0.08642559749422127,0.5664209793406356,-0.5874837355791837,-0.5648007673222858,0.04184408755289448,-1.0,-0.007991521569299831
2000-09-05,151.875,152.203125,150.8125,95.7654266357422,3470800,56.950350918930965,93.76940399171133,8.144209473935657,3470800,-0.06823096350708138,0.587475821496157,-0.5910366359407854,-0.5745274053338718,0.021307968003345445,-1.0,-0.01136114675347677
2000-09-06,151.1875,151.953125,149.53125,94.67742156982422,4322200,49.55297863025757,93.81154022218008,7.877327416839968,4322200,-0.14497602869947648,0.5859063686697576,-0.5893327095897232,-0.5748115504527264,0.005885001129938283,1.0,0.008566218992955177
2000-09-07,150.25,151.078125,149.828125,95.48844909667967,4265500,54.316516725757545,93.8835467529418,7.6237894625990625,4265500,-0.1181938597332514,0.5968696389613846,-0.6049563082781588,-0.5793760277863218,0.023102792064898292,-1.0,-0.006836444824974919
2000-09-08,150.28125,150.5,149.328125,94.8356475830078,3518200,50.20701858495949,93.93735443120195,7.5411062664338875,3518200,-0.07036729327033146,0.5734887457212299,-0.58216126064669,-0.5690706720799577,0.021086197776428506,-1.0,-0.001459900639550038
2000-09-11,149.75,151.1875,148.6875,94.69719696044922,3937500,49.354156023596936,94.00580078121095,7.224172298201817,3937500,-0.08759148236883225,0.5846493784782958,-0.5869560005721507,-0.5745990964979282,0.014840346918772118,-1.0,-0.007311625519219156
2000-09-12,149.75,150.25,148.4375,94.00480651855467,4769100,45.21739013028241,94.0465519713965,7.006716517715768,4769100,-0.09176590974914867,0.5813562048995375,-0.5965361684691074,-0.5701362318263772,-0.005233476777694812,1.0,0.002630870295724508
2000-09-13,148.0,149.34375,147.65625,94.25212097167967,7691600,46.928514494563046,94.06692794795899,7.0563129216547305,7691600,-0.01918137393910225,0.5930036510467402,-0.5983225280118378,-0.5790415990133589,-0.0017805645672825943,1.0,0.005036986958035783
2000-09-14,149.875,149.9375,148.15625,94.72686767578124,3397100,50.14752730751615,94.1304289245215,6.884769279250444,3397100,-0.0865457006511109,0.5702564406425419,-0.5845134142379028,-0.5666093078623333,0.006833487258237181,-1.0,-0.021878231706727758
2000-09-15,148.1875,148.25,146.0,92.65441131591795,4085700,39.02083378810631,94.13823745723634,7.367726731606539,4085700,-0.11738524579643214,0.5821804697794146,-0.5828402614682301,-0.5640361983369901,-0.02543972939186545,-1.0,-0.009203501960039162
2000-09-18,146.375,146.96875,144.203125,91.80166625976562,5109300,35.527795384400946,94.09931762683163,8.265564446549263,5109300,-0.05324311975761859,0.5993572016202698,-0.6000317512624547,-0.5757479641438001,-0.03118391166455836,1.0,0.0090728309725856
2000-09-19,145.125,146.3125,144.703125,92.6345672607422,6588200,41.07606333098714,94.08022125231992,9.11851027574485,6588200,-0.028091659309356008,0.5944699694863,-0.6009377170141054,-0.5708116298451178,-0.027671930618521134,-1.0,-0.007385644201954422
2000-09-20,145.6875,146.03125,143.15625,91.95040130615234,6508100,38.17028135804308,94.0434849547125,10.26934911958596,6508100,-0.025280536788705402,0.5666398007939184,-0.5794589895170383,-0.5620856153264943,-0.03324761636830087,-1.0,-0.015205702762907447
2000-09-21,144.46875,145.5625,142.625,90.55223083496094,5972300,33.02816391240066,93.96652099597226,11.47095538696532,5972300,0.0016071829136528016,0.5844139659045963,-0.5881523943955766,-0.5568855379255588,-0.05169440187180063,1.0,0.018178490911765488
2000-09-22,142.625,145.3125,142.421875,92.19833374023438,7791300,42.79842475081055,93.91416931137695,12.654146660469406,7791300,0.051283652676576134,0.5954190047874851,-0.6074976691109898,-0.5750578277850058,-0.03744699818188468,-1.0,-0.0070988578871323815
2000-09-25,145.9375,146.0625,143.71875,91.54383087158205,9726300,40.28210750999514,93.83013305649415,13.46073815237334,9726300,0.09589379202347435,0.54693685031056,-0.5760859671218458,-0.5447337193887768,-0.04388515848308128,-1.0,-0.01278124297587968
2000-09-26,144.375,145.0,142.40625,90.37378692626952,5302400,36.186151291346995,93.72586074821953,14.510613814423682,5302400,0.16310056404150922,0.5941817008370728,-0.5955471669619868,-0.5699446771198496,-0.05931181380946604,1.0,0.005266737765558416
2000-09-27,143.5625,143.96875,142.125,90.84976196289062,7186200,38.9075810454495,93.64673599236015,15.565834049304584,7186200,0.14537547329778303,0.597531816585121,-0.6044475387348401,-0.5757472918135057,-0.05455266667238323,1.0,0.012879224310665238
2000-09-28,143.1875,146.328125,142.890625,92.01983642578124,7036400,45.105232501214715,93.60624542229179,15.654001522338884,7036400,0.13842080120345004,0.580218779864728,-0.5846904481577714,-0.5643959535970359,-0.0331205960246691,-1.0,-0.009483365867344662
2000-09-29,145.46875,145.96875,143.625,91.14717864990234,9333600,41.706921602582156,93.5221893309832,15.73776062172147,9333600,0.12617265721284598,0.5560503643742959,-0.590180233780585,-0.5528241578135025,-0.05486237256158277,1.0,0.0015236661266913032
2000-10-02,144.28125,144.90625,143.140625,91.28605651855467,5517800,42.45003486234673,93.47810104362969,15.940343410952275,5517800,0.04792755826289267,0.5959764433164477,-0.6014620766339693,-0.5757481704580867,-0.05439212030709828,-1.0,-0.009341961577080338
2000-10-03,144.53125,145.75,142.28125,90.43326568603516,9347200,39.14968167112999,93.42763931267265,16.34395762580705,9347200,-0.00048518668600711177,0.5805398491572872,-0.5873864588569073,-0.5680447864554806,-0.05567939429736679,1.0,0.008332975485497052
2000-10-04,142.875,144.25,141.75,91.18684387207033,6148900,43.341639003116036,93.38631454460625,16.853250315232398,6148900,-0.05519966428936372,0.5982088991652851,-0.6116856877204087,-0.5733286741404418,-0.03686811110692956,1.0,0.0034801584532582197
2000-10-05,143.40625,144.84375,143.3125,91.50418853759766,4566900,45.05814331252469,93.36953659050468,17.099769751628855,4566900,-0.11325904402725732,0.5668378675376138,-0.5819167971464623,-0.5545005614940106,-0.04172505257728143,-1.0,-0.021673158859151775
2000-10-06,143.875,144.640625,139.75,89.52100372314453,10014900,37.42710263772781,93.31942489616759,18.083009714990165,10014900,-0.2928524666023981,0.5672096795992742,-0.582919342981616,-0.5661851363352084,-0.05604057119145478,-1.0,-0.007532067685061206
2000-10-09,141.3125,141.3125,139.375,88.84672546386719,4508000,35.24171651087285,93.29737060544493,19.082793543084975,4508000,-0.2489391741322746,0.6071647324794563,-0.6157171946744492,-0.5610861606533729,-0.06178083073594576,-1.0,-0.016517968852374887
2000-10-10,140.09375,141.25,137.6875,87.37915802001953,6104700,30.999092470247433,93.23449050900938,20.310046136119258,6104700,-0.26389987080553656,0.5905200699542941,-0.5905200699542941,-0.5687128509500556,-0.07048201835538448,-1.0,-0.008397653672268635
2000-10-11,137.625,138.625,135.125,86.64537811279297,10346000,29.11196414694038,93.14585769650938,21.829101644465453,10346000,-0.2721710593637624,0.6032856481393764,-0.6165182086972967,-0.5757476167080287,-0.08070633085458456,-1.0,-0.024948702462660455
2000-10-12,137.28125,137.59375,132.78125,84.48368835449219,12336900,24.399522246565283,93.00488922116757,23.53760305981072,12336900,-0.27271771290937674,0.5883709321556994,-0.5999122286654592,-0.5595176908812998,-0.10813383333172233,1.0,0.03333379690477556
2000-10-13,132.9375,137.65625,132.875,87.29985046386719,11778800,38.39110616692247,92.90758483884336,25.137181402995385,11778800,-0.27357264564731343,0.6249438521667058,-0.6286427910516744,-0.571679132223158,-0.05779067370892521,1.0,0.004543386509634262
2000-10-16,137.40625,138.234375,136.6875,87.69648742675781,5659000,40.07332593865152,92.80832168577852,26.43517416137637,5659000,-0.2914531597343567,0.5227689313743089,-0.576821143089758,-0.5220530080403294,-0.04471791199727937,-1.0,-0.024875954299749203
