Date,Adj Close,Close,High,Low,Open,Volume
,SPY,SPY,SPY,SPY,SPY,SPY
1/3/1995,26.584346771240234,45.78125,45.84375,45.6875,45.703125,324300
1/4/1995,26.711366653442383,46,46,45.75,45.984375,351800
1/5/1995,26.711366653442383,46,46.109375,45.953125,46.03125,89800
1/6/1995,26.73859405517578,46.046875,46.25,45.90625,46.09375,448400
1/9/1995,26.765806198120117,46.09375,46.09375,46,46.03125,36800
1/10/1995,26.793031692504883,46.140625,46.390625,46.140625,46.203125,229800
1/11/1995,26.811174392700195,46.171875,46.296875,45.8125,46.296875,222400
1/12/1995,26.82025909423828,46.1875,46.21875,46.03125,46.125,40300
1/13/1995,27.137819290161133,46.734375,46.734375,46.375,46.4375,170600
1/16/1995,27.301118850708008,47.015625,47.03125,46.71875,46.71875,105100
1/17/1995,27.310203552246094,47.03125,47.0625,46.859375,46.921875,89500
1/18/1995,27.282983779907227,46.984375,47.078125,46.875,47,84500
1/19/1995,27.12875747680664,46.71875,46.875,46.6875,46.828125,139100
1/20/1995,27.028942108154297,46.546875,46.671875,46.453125,46.65625,78700
1/23/1995,27.11058998,46.6875,46.6875,46.203125,46.234375,53700
1/24/1995,27.146894454956055,46.75,46.75,46.640625,46.671875,32400
1/25/1995,27.219484329223633,46.875,47.046875,46.515625,46.515625,15700
1/26/1995,27.246685028076172,46.921875,46.984375,46.75,46.84375,9800
1/27/1995,27.35556983947754,47.109375,47.234375,46.921875,47.234375,91200
1/30/1995,27.237627029418945,46.90625,47.046875,46.84375,47.015625,26600
1/31/1995,27.346506118774414,47.09375,47.171875,46.921875,47,127500
2/1/1995,27.337432861328125,47.078125,47.328125,47,47.15625,380200
2/2/1995,27.500755310058594,47.359375,47.359375,47.0625,47.0625,131700
2/3/1995,27.890893936157227,48.03125,48.109375,47.578125,47.65625,405100
2/6/1995,28.008840560913086,48.234375,48.375,47.96875,48.015625,405400
2/7/1995,28.045129776000977,48.296875,48.3125,48.140625,48.3125,702900
2/8/1995,28.045129776000977,48.296875,48.46875,48.203125,48.234375,521500
2/9/1995,28.045129776000977,48.296875,48.296875,48.125,48.21875,390700
2/10/1995,28.081424713134766,48.359375,48.359375,48.09375,48.234375,148300
2/13/1995,28.090492248535156,48.375,48.46875,48.328125,48.328125,79700
2/14/1995,28.126789093017578,48.4375,48.53125,48.25,48.53125,170200
2/15/1995,28.281044006347656,48.703125,48.765625,48.390625,48.4375,431500
2/16/1995,28.244752883911133,48.640625,48.6875,48.5,48.640625,99300
2/17/1995,28.13586426,48.453125,48.625,48.4375,48.59375,49100
2/21/1995,28.126789093017578,48.4375,48.53125,48.421875,48.453125,168000
2/22/1995,28.335472106933594,48.796875,48.796875,48.453125,48.484375,386400
2/23/1995,28.38083267211914,48.875,49.15625,48.859375,48.984375,402800
2/24/1995,28.453411102294922,49,49.015625,48.8125,48.9375,307600
2/27/1995,28.226587295532227,48.609375,49,48.53125,48.859375,280900
2/28/1995,28.462499618530273,49.015625,49.015625,48.5625,48.5625,493500
3/1/1995,28.281044006347656,48.703125,49.03125,48.65625,48.96875,242600
3/2/1995,28.31732749938965,48.765625,48.765625,48.546875,48.6875,488600
3/3/1995,28.326398849487305,48.78125,48.78125,48.484375,48.609375,290000
3/6/1995,28.34454345703125,48.8125,48.8125,48.390625,48.453125,85700
3/7/1995,28.126789093017578,48.4375,48.75,48.21875,48.640625,180900
3/8/1995,28.199386596679688,48.5625,48.625,48.34375,48.515625,155900
3/9/1995,28.190311431884766,48.546875,48.59375,48.421875,48.546875,63500
3/10/1995,28.607669830322266,49.265625,49.390625,48.53125,48.59375,192100
3/13/1995,28.58045006,49.21875,49.390625,49.171875,49.234375,261300
3/14/1995,28.789152145385742,49.578125,49.640625,49.359375,49.359375,223300
3/15/1995,28.734691619873047,49.484375,49.578125,49.296875,49.5,278500
3/16/1995,28.90709686279297,49.78125,49.8125,49.4375,49.4375,20400
3/17/1995,28.935842514038086,49.5625,49.625,49.40625,49.4375,89900
3/20/1995,28.935842514038086,49.5625,49.625,49.46875,49.625,91700
3/21/1995,28.862865447998047,49.4375,49.875,49.359375,49.5625,104400
3/22/1995,28.89022445678711,49.484375,49.53125,49.328125,49.53125,74900
3/23/1995,28.908470153808594,49.515625,49.65625,49.359375,49.421875,220500
3/24/1995,29.318967819213867,50.21875,50.21875,49.671875,49.671875,134000
3/27/1995,29.437562942504883,50.421875,50.421875,50.171875,50.296875,132100
3/28/1995,29.437562942504883,50.421875,50.421875,50.234375,50.296875,121900
3/29/1995,29.42842674255371,50.40625,50.890625,50.125,50.375,246100
3/30/1995,29.37371063232422,50.3125,50.515625,50.109375,50.515625,298400
3/31/1995,29.255107879638672,50.109375,50.171875,49.546875,49.921875,541300
4/3/1995,29.328094482421875,50.234375,50.234375,50.0625,50.09375,193300
4/4/1995,29.51965904,50.5625,50.5625,50.25,50.25,66900
4/5/1995,29.51965904,50.5625,50.609375,50.421875,50.453125,107200
4/6/1995,29.629125595092773,50.75,50.796875,50.59375,50.6875,352500
4/7/1995,29.601757049560547,50.703125,50.859375,50.46875,50.859375,361400
4/10/1995,29.656482696533203,50.796875,50.796875,50.59375,50.625,285400
4/11/1995,29.55615234,50.625,50.9375,50.59375,50.921875,250300
4/12/1995,29.656482696533203,50.796875,50.796875,50.609375,50.703125,150900
4/13/1995,29.820690155029297,51.078125,51.09375,50.859375,50.890625,243400
4/17/1995,29.647380828857422,50.78125,51.3125,50.625,51.265625,178900
4/18/1995,29.547039031982422,50.609375,50.828125,50.484375,50.828125,329500
4/19/1995,29.51965904,50.5625,50.71875,50.296875,50.609375,223000
4/20/1995,29.565279006958008,50.640625,50.78125,50.4375,50.703125,207900
4/21/1995,29.711233139038086,50.890625,50.90625,50.65625,50.65625,145000
4/24/1995,30.05786895751953,51.484375,51.484375,50.859375,50.859375,169000
4/25/1995,29.975786209106445,51.34375,51.484375,51.3125,51.40625,293200
4/26/1995,30.00313377380371,51.390625,51.421875,51.125,51.25,204400
4/27/1995,30.07611656188965,51.515625,51.546875,51.28125,51.3125,502200
4/28/1995,30.121726989746094,51.59375,51.671875,51.171875,51.5,130800
5/1/1995,30.03962516784668,51.453125,51.65625,51.453125,51.546875,518700
5/2/1995,30.103483200073242,51.5625,51.640625,51.390625,51.5,228400
5/3/1995,30.52311134338379,52.28125,52.28125,51.734375,51.734375,724700
5/4/1995,30.504852294921875,52.25,52.6875,52.125,52.34375,311400
5/5/1995,30.468374252319336,52.1875,52.46875,52.078125,52.46875,314900
5/8/1995,30.687314987182617,52.5625,52.734375,52.09375,52.140625,183100
5/9/1995,30.65995216369629,52.515625,52.84375,52.4375,52.78125,180600
5/10/1995,30.696447372436523,52.578125,52.671875,52.328125,52.65625,330300
5/11/1995,30.77853775024414,52.71875,52.71875,52.484375,52.65625,351700
5/12/1995,30.79678726196289,52.75,52.875,52.5,52.515625,94600
5/15/1995,30.942739486694336,53,53,52.78125,52.890625,147200
5/16/1995,30.960975646972656,53.03125,53.15625,52.890625,52.984375,221600
5/17/1995,30.842390060424805,52.828125,53.046875,52.78125,53.03125,189200
5/18/1995,30.395381927490234,52.0625,52.765625,52.0625,52.734375,577800
5/19/1995,30.41363525390625,52.09375,52.1875,51.90625,51.984375,363900
5/22/1995,30.751171112060547,52.671875,52.75,52.234375,52.265625,216000
5/23/1995,31.03394889831543,53.15625,53.15625,52.609375,52.765625,136800
5/24/1995,31.015708923339844,53.125,53.421875,52.796875,53.25,370800
5/25/1995,31.043071746826172,53.171875,53.21875,52.71875,52.96875,379900
5/26/1995,30.687314987182617,52.5625,52.984375,52.359375,52.96875,518600
5/30/1995,30.678197860717773,52.546875,52.828125,52.375,52.6875,61500
5/31/1995,31.316747665405273,53.640625,53.640625,52.453125,52.453125,564500
6/1/1995,31.234663009643555,53.5,53.90625,53.25,53.40625,810100
6/2/1995,31.26201057434082,53.546875,53.921875,53.09375,53.28125,112900
6/5/1995,31.45357894897461,53.875,54.046875,53.5,53.546875,257200
6/6/1995,31.398845672607422,53.78125,54.015625,53.78125,53.828125,165800
6/7/1995,31.234663009643555,53.5,53.703125,53.4375,53.671875,41900
6/8/1995,31.161678314208984,53.375,53.640625,53.375,53.484375,141100
6/9/1995,30.979223251342773,53.0625,53.328125,52.75,53.265625,304900
6/12/1995,31.152555465698242,53.359375,53.578125,53.203125,53.234375,378500
6/13/1995,31.49006462097168,53.9375,53.96875,53.5625,53.609375,120000
6/14/1995,31.462709426879883,53.890625,53.953125,53.6875,53.859375,389400
6/15/1995,31.599533081054688,54.125,54.234375,53.875,53.96875,274500
6/16/1995,31.69335174560547,53.96875,53.96875,53.703125,53.703125,325100
6/19/1995,32.051204681396484,54.578125,54.609375,54.09375,54.125,134600
6/20/1995,31.968629837036133,54.4375,54.609375,54.390625,54.421875,287800
6/21/1995,31.950288772583008,54.40625,54.65625,54.40625,54.609375,158200
6/22/1995,32.37237548828125,55.125,55.15625,54.640625,54.640625,297000
